,0
2023-10-24,0.015224049389856623
2023-10-25,-0.02662612854678691
2023-10-26,-0.013498183653050945
2023-10-27,-0.008461157944844814
2023-10-30,0.020386870873087617
2023-10-31,0.0035017606737277906
2023-11-01,0.010017749955619935
2023-11-02,0.012430492071979117
2023-11-03,0.003801901507940366
2023-11-06,0.0007359180233736629
2023-11-07,0.0012186306694726699
2023-11-08,-0.00044348127273576026
2023-11-09,-0.004361905836012997
2023-11-10,0.023484110277834133
2023-11-13,0.0011769992987150123
2023-11-14,0.009083938170070213
2023-11-15,0.0010742954608283872
2023-11-16,-0.0011010886939826058
2023-11-17,0.0016018269424252977
2023-11-20,0.003971754808480293
2023-11-21,-0.0006984747706039757
2023-11-22,0.0014456356067253603
2023-11-24,0.0005090766316288535
2023-11-27,-0.00160240639062148
2023-11-28,-0.00024369492762976491
2023-11-29,0.0009854152908030467
2023-11-30,0.0037513370155601794
2023-12-01,0.0021828863268233164
2023-12-04,-0.0028844884858231774
2023-12-05,-0.00028564258013166326
2023-12-06,-0.001826313940920859
2023-12-07,0.004345078034779617
2023-12-08,0.0014454541228218992
2023-12-11,0.005315526406690254
2023-12-12,0.004061476411709472
2023-12-13,0.00891934101440725
2023-12-14,0.0021397571859116376
2023-12-15,0.0019861066863334697
2023-12-18,0.0050530426039017435
2023-12-19,0.0068425546634244645
2023-12-20,-0.023459720068252133
2023-12-21,0.01453030791199398
2023-12-22,0.004374079939786064
2023-12-26,0.006504028125763919
2023-12-27,0.0043758059829509584
2023-12-28,0.0011333391304952035
